,Year,Zip_Code,Number_of_Asthma_ED_Visits,Age_Adjusted_Rate_of_Asthma_ED_V,Age_Group,county
558,2013,93063,162,30.4,All Ages,Ventura
559,2013,93065,222,32.2,All Ages,Ventura
560,2013,93101,150,52.0,All Ages,Santa Barbara
561,2013,93103,68,39.4,All Ages,Santa Barbara
562,2013,93105,49,19.9,All Ages,Santa Barbara
563,2013,93108,14,17.0,All Ages,Santa Barbara
564,2013,93109,14,14.8,All Ages,Santa Barbara
565,2013,93110,41,30.4,All Ages,Santa Barbara
566,2013,93111,40,21.7,All Ages,Santa Barbara
567,2013,93117,104,27.7,All Ages,Santa Barbara
568,2013,93202,57,200.2,All Ages,Kings
569,2013,93203,81,35.0,All Ages,Kern
570,2013,93204,52,38.1,All Ages,Kings
571,2013,93210,93,51.7,All Ages,Fresno
572,2013,93212,138,63.2,All Ages,Kings
573,2013,93215,267,47.6,All Ages,Kern
574,2013,93219,68,58.0,All Ages,Tulare
575,2013,93221,45,29.4,All Ages,Tulare
576,2013,93223,65,59.4,All Ages,Tulare
577,2013,93230,834,119.5,All Ages,Kings
578,2013,93234,42,56.1,All Ages,Fresno
579,2013,93235,35,76.3,All Ages,Tulare
580,2013,93240,32,71.2,All Ages,Kern
581,2013,93241,68,34.3,All Ages,Kern
582,2013,93242,18,59.5,All Ages,Fresno
583,2013,93245,270,72.6,All Ages,Kings
584,2013,93247,104,52.6,All Ages,Tulare
585,2013,93250,84,53.6,All Ages,Kern
586,2013,93256,37,51.9,All Ages,Tulare
587,2013,93257,363,44.4,All Ages,Tulare
588,2013,93261,14,90.3,All Ages,Tulare
589,2013,93263,83,40.0,All Ages,Kern
590,2013,93265,12,31.6,All Ages,Tulare
591,2013,93267,36,55.5,All Ages,Tulare
592,2013,93268,46,24.1,All Ages,Kern
593,2013,93270,28,42.2,All Ages,Tulare
594,2013,93272,22,48.7,All Ages,Tulare
595,2013,93274,521,68.4,All Ages,Tulare
596,2013,93277,219,43.6,All Ages,Tulare
597,2013,93280,98,32.7,All Ages,Kern
598,2013,93285,17,68.7,All Ages,Kern
599,2013,93286,50,49.9,All Ages,Tulare
600,2013,93291,295,52.7,All Ages,Tulare
601,2013,93292,150,35.2,All Ages,Tulare
602,2013,93301,196,165.7,All Ages,Kern
603,2013,93304,584,106.3,All Ages,Kern
604,2013,93305,415,102.7,All Ages,Kern
605,2013,93306,428,62.2,All Ages,Kern
606,2013,93307,779,84.4,All Ages,Kern
607,2013,93308,378,69.7,All Ages,Kern
608,2013,93309,410,66.1,All Ages,Kern
609,2013,93311,139,31.5,All Ages,Kern
610,2013,93312,130,22.4,All Ages,Kern
611,2013,93313,210,44.8,All Ages,Kern
612,2013,93314,47,20.6,All Ages,Kern
613,2013,93401,67,31.2,All Ages,San Luis Obispo
614,2013,93402,50,40.7,All Ages,San Luis Obispo
615,2013,93405,44,21.4,All Ages,San Luis Obispo
616,2013,93420,67,32.6,All Ages,San Luis Obispo
617,2013,93422,75,26.0,All Ages,San Luis Obispo
618,2013,93427,12,18.4,All Ages,Santa Barbara
619,2013,93433,51,42.3,All Ages,San Luis Obispo
620,2013,93434,45,51.1,All Ages,Santa Barbara
621,2013,93436,291,53.4,All Ages,Santa Barbara
622,2013,93442,24,22.2,All Ages,San Luis Obispo
623,2013,93444,70,42.3,All Ages,San Luis Obispo
624,2013,93445,25,34.8,All Ages,San Luis Obispo
625,2013,93446,151,34.7,All Ages,San Luis Obispo
626,2013,93449,14,28.5,All Ages,San Luis Obispo
627,2013,93454,214,55.0,All Ages,Santa Barbara
628,2013,93455,139,36.2,All Ages,Santa Barbara
629,2013,93458,250,40.0,All Ages,Santa Barbara
630,2013,93463,24,33.1,All Ages,Santa Barbara
631,2013,93465,31,43.6,All Ages,San Luis Obispo
632,2013,93501,68,119.2,All Ages,Kern
633,2013,93505,91,63.2,All Ages,Kern
634,2013,93510,24,34.0,All Ages,Los Angeles
635,2013,93514,54,44.5,All Ages,Inyo
636,2013,93516,14,67.7,All Ages,Kern
637,2013,93527,15,73.2,All Ages,Kern
638,2013,93534,546,135.6,All Ages,Los Angeles
639,2013,93535,853,112.1,All Ages,Los Angeles
640,2013,93536,307,43.5,All Ages,Los Angeles
641,2013,93543,68,51.1,All Ages,Los Angeles
642,2013,93546,34,35.0,All Ages,Mono
643,2013,93550,754,96.0,All Ages,Los Angeles
644,2013,93551,188,37.5,All Ages,Los Angeles
645,2013,93552,229,56.1,All Ages,Los Angeles
646,2013,93555,185,59.8,All Ages,Kern
647,2013,93560,95,49.1,All Ages,Kern
648,2013,93561,119,35.4,All Ages,Kern
649,2013,93591,70,95.2,All Ages,Los Angeles
650,2013,93602,20,54.2,All Ages,Fresno
651,2013,93609,43,70.7,All Ages,Fresno
652,2013,93610,101,45.4,All Ages,Madera
653,2013,93611,199,47.4,All Ages,Fresno
654,2013,93612,275,81.3,All Ages,Fresno
655,2013,93614,19,18.3,All Ages,Madera
656,2013,93615,24,43.3,All Ages,Tulare
657,2013,93616,14,49.4,All Ages,Fresno
658,2013,93618,111,31.6,All Ages,Tulare
659,2013,93619,79,24.4,All Ages,Fresno
660,2013,93620,123,124.4,All Ages,Merced
661,2013,93622,64,54.1,All Ages,Fresno
662,2013,93625,59,75.7,All Ages,Fresno
663,2013,93630,86,40.5,All Ages,Fresno
664,2013,93631,94,52.1,All Ages,Fresno
665,2013,93635,417,104.3,All Ages,Merced
666,2013,93636,34,30.7,All Ages,Madera
667,2013,93637,229,54.9,All Ages,Madera
668,2013,93638,414,72.3,All Ages,Madera
669,2013,93640,69,51.1,All Ages,Fresno
670,2013,93644,15,20.1,All Ages,Madera
671,2013,93646,69,65.0,All Ages,Fresno
672,2013,93647,64,47.0,All Ages,Tulare
673,2013,93648,154,84.4,All Ages,Fresno
674,2013,93650,68,195.0,All Ages,Fresno
675,2013,93654,170,54.9,All Ages,Fresno
676,2013,93656,44,59.6,All Ages,Fresno
677,2013,93657,192,51.7,All Ages,Fresno
678,2013,93660,24,44.6,All Ages,Fresno
679,2013,93662,259,80.8,All Ages,Fresno
680,2013,93667,19,73.7,All Ages,Fresno
681,2013,93675,17,46.9,All Ages,Fresno
682,2013,93701,197,148.8,All Ages,Fresno
683,2013,93702,526,105.0,All Ages,Fresno
684,2013,93703,425,126.9,All Ages,Fresno
685,2013,93704,224,86.8,All Ages,Fresno
686,2013,93705,447,109.8,All Ages,Fresno
687,2013,93706,529,117.5,All Ages,Fresno
688,2013,93710,210,74.2,All Ages,Fresno
689,2013,93711,136,41.1,All Ages,Fresno
690,2013,93720,155,35.1,All Ages,Fresno
691,2013,93721,45,70.7,All Ages,Fresno
692,2013,93722,680,82.7,All Ages,Fresno
693,2013,93723,46,42.9,All Ages,Fresno
694,2013,93725,208,73.6,All Ages,Fresno
695,2013,93726,425,106.2,All Ages,Fresno
696,2013,93727,465,58.9,All Ages,Fresno
697,2013,93728,188,115.0,All Ages,Fresno
698,2013,93730,27,23.9,All Ages,Fresno
699,2013,93901,266,98.9,All Ages,Monterey
700,2013,93905,469,67.8,All Ages,Monterey
701,2013,93906,395,66.2,All Ages,Monterey
702,2013,93907,113,50.0,All Ages,Monterey
703,2013,93908,22,14.3,All Ages,Monterey
704,2013,93926,45,46.5,All Ages,Monterey
705,2013,93927,68,33.8,All Ages,Monterey
706,2013,93930,46,23.7,All Ages,Monterey
707,2013,93933,102,46.9,All Ages,Monterey
708,2013,93940,79,29.5,All Ages,Monterey
709,2013,93950,44,34.4,All Ages,Monterey
710,2013,93955,176,50.5,All Ages,Monterey
711,2013,93960,66,26.4,All Ages,Monterey
712,2013,94002,68,24.8,All Ages,San Mateo
713,2013,94005,17,39.8,All Ages,San Mateo
714,2013,94010,97,23.6,All Ages,San Mateo
715,2013,94014,241,51.5,All Ages,San Mateo
716,2013,94015,251,40.1,All Ages,San Mateo
717,2013,94019,73,35.3,All Ages,San Mateo
718,2013,94022,13,8.8,All Ages,Santa Clara
719,2013,94024,15,8.1,All Ages,Santa Clara
720,2013,94025,82,19.9,All Ages,San Mateo
721,2013,94030,75,32.1,All Ages,San Mateo
722,2013,94040,55,16.9,All Ages,Santa Clara
723,2013,94041,25,19.3,All Ages,Santa Clara
724,2013,94043,46,17.3,All Ages,Santa Clara
725,2013,94044,128,35.6,All Ages,San Mateo
726,2013,94061,146,38.5,All Ages,San Mateo
727,2013,94062,61,24.3,All Ages,San Mateo
728,2013,94063,199,63.4,All Ages,San Mateo
729,2013,94065,19,15.9,All Ages,San Mateo
730,2013,94066,214,48.7,All Ages,San Mateo
731,2013,94070,65,23.3,All Ages,San Mateo
732,2013,94080,305,47.9,All Ages,San Mateo
733,2013,94085,77,38.6,All Ages,Santa Clara
734,2013,94086,78,16.5,All Ages,Santa Clara
735,2013,94087,70,13.1,All Ages,Santa Clara
736,2013,94089,69,33.8,All Ages,Santa Clara
737,2013,94102,302,104.1,All Ages,San Francisco
738,2013,94103,213,78.7,All Ages,San Francisco
739,2013,94107,78,34.3,All Ages,San Francisco
740,2013,94108,26,22.3,All Ages,San Francisco
741,2013,94109,149,28.0,All Ages,San Francisco
742,2013,94110,308,48.4,All Ages,San Francisco
743,2013,94112,328,46.3,All Ages,San Francisco
744,2013,94114,65,23.3,All Ages,San Francisco
745,2013,94115,153,54.1,All Ages,San Francisco
746,2013,94116,94,23.7,All Ages,San Francisco
747,2013,94117,94,35.9,All Ages,San Francisco
748,2013,94118,70,20.2,All Ages,San Francisco
749,2013,94121,77,20.5,All Ages,San Francisco
750,2013,94122,96,20.2,All Ages,San Francisco
751,2013,94123,36,25.4,All Ages,San Francisco
752,2013,94124,393,115.4,All Ages,San Francisco
753,2013,94127,29,16.6,All Ages,San Francisco
754,2013,94130,37,153.2,All Ages,San Francisco
755,2013,94131,75,31.0,All Ages,San Francisco
756,2013,94132,94,41.0,All Ages,San Francisco
757,2013,94133,84,36.7,All Ages,San Francisco
758,2013,94134,205,50.4,All Ages,San Francisco
759,2013,94301,24,14.5,All Ages,Santa Clara
760,2013,94303,268,55.1,All Ages,Santa Clara
761,2013,94306,26,9.9,All Ages,Santa Clara
762,2013,94401,202,58.5,All Ages,San Mateo
763,2013,94402,76,30.7,All Ages,San Mateo
764,2013,94403,143,36.5,All Ages,San Mateo
765,2013,94404,61,18.2,All Ages,San Mateo
766,2013,94501,293,50.6,All Ages,Alameda
767,2013,94502,23,20.8,All Ages,Alameda
768,2013,94503,102,51.1,All Ages,Napa
769,2013,94505,63,49.5,All Ages,Contra Costa
770,2013,94506,34,14.4,All Ages,Contra Costa
771,2013,94507,18,10.5,All Ages,Contra Costa
772,2013,94509,885,140.4,All Ages,Contra Costa
773,2013,94510,117,46.7,All Ages,Solano
774,2013,94511,17,71.9,All Ages,Contra Costa
775,2013,94513,236,40.4,All Ages,Contra Costa
776,2013,94515,15,23.2,All Ages,Napa
777,2013,94517,24,21.5,All Ages,Contra Costa
778,2013,94518,101,37.8,All Ages,Contra Costa
779,2013,94519,97,51.1,All Ages,Contra Costa
780,2013,94520,384,100.5,All Ages,Contra Costa
781,2013,94521,184,44.9,All Ages,Contra Costa
782,2013,94523,120,35.3,All Ages,Contra Costa
783,2013,94525,16,50.5,All Ages,Contra Costa
784,2013,94526,69,23.1,All Ages,Contra Costa
785,2013,94530,90,37.6,All Ages,Contra Costa
786,2013,94531,371,91.2,All Ages,Contra Costa
787,2013,94533,639,89.5,All Ages,Solano
788,2013,94534,134,36.6,All Ages,Solano
789,2013,94536,305,43.0,All Ages,Alameda
790,2013,94538,319,54.4,All Ages,Alameda
791,2013,94539,62,13.6,All Ages,Alameda
792,2013,94541,608,96.5,All Ages,Alameda
793,2013,94542,56,47.3,All Ages,Alameda
794,2013,94544,607,83.4,All Ages,Alameda
795,2013,94545,288,94.3,All Ages,Alameda
796,2013,94546,243,60.8,All Ages,Alameda
797,2013,94547,114,49.6,All Ages,Contra Costa
798,2013,94549,49,19.5,All Ages,Contra Costa
799,2013,94550,129,27.9,All Ages,Alameda
800,2013,94551,104,31.6,All Ages,Alameda
801,2013,94552,27,20.6,All Ages,Alameda
802,2013,94553,274,63.8,All Ages,Contra Costa
803,2013,94555,109,31.6,All Ages,Alameda
804,2013,94556,16,10.2,All Ages,Contra Costa
805,2013,94558,264,39.3,All Ages,Napa
806,2013,94559,123,45.4,All Ages,Napa
807,2013,94560,287,67.1,All Ages,Alameda
808,2013,94561,248,64.8,All Ages,Contra Costa
809,2013,94563,27,15.0,All Ages,Contra Costa
810,2013,94564,74,39.6,All Ages,Contra Costa
811,2013,94565,1067,119.6,All Ages,Contra Costa
812,2013,94566,96,24.4,All Ages,Alameda
813,2013,94568,129,26.9,All Ages,Alameda
814,2013,94571,36,52.3,All Ages,Solano
815,2013,94572,93,107.1,All Ages,Contra Costa
816,2013,94574,29,33.1,All Ages,Napa
817,2013,94577,322,69.9,All Ages,Alameda
818,2013,94578,369,92.2,All Ages,Alameda
819,2013,94579,102,51.8,All Ages,Alameda
820,2013,94580,191,66.1,All Ages,Alameda
821,2013,94582,104,23.5,All Ages,Contra Costa
822,2013,94583,111,32.8,All Ages,Contra Costa
823,2013,94585,203,74.8,All Ages,Solano
824,2013,94587,437,62.6,All Ages,Alameda
825,2013,94588,72,24.9,All Ages,Alameda
826,2013,94589,376,130.0,All Ages,Solano
827,2013,94590,577,164.8,All Ages,Solano
828,2013,94591,399,76.1,All Ages,Solano
829,2013,94595,42,20.1,All Ages,Contra Costa
830,2013,94596,71,37.1,All Ages,Contra Costa
831,2013,94597,55,24.8,All Ages,Contra Costa
832,2013,94598,55,22.8,All Ages,Contra Costa
833,2013,94601,519,96.4,All Ages,Alameda
834,2013,94602,208,71.3,All Ages,Alameda
835,2013,94603,560,174.6,All Ages,Alameda
836,2013,94605,595,154.5,All Ages,Alameda
837,2013,94606,331,96.9,All Ages,Alameda
838,2013,94607,382,148.0,All Ages,Alameda
839,2013,94608,318,120.5,All Ages,Alameda
840,2013,94609,196,101.4,All Ages,Alameda
841,2013,94610,100,34.9,All Ages,Alameda
842,2013,94611,86,24.4,All Ages,Alameda
843,2013,94612,166,115.7,All Ages,Alameda
844,2013,94618,30,18.8,All Ages,Alameda
845,2013,94619,187,87.8,All Ages,Alameda
846,2013,94621,533,171.4,All Ages,Alameda
847,2013,94702,115,75.9,All Ages,Alameda
848,2013,94703,166,85.3,All Ages,Alameda
849,2013,94704,43,44.6,All Ages,Alameda
850,2013,94705,36,33.8,All Ages,Alameda
851,2013,94706,52,27.1,All Ages,Alameda
852,2013,94707,27,23.3,All Ages,Alameda
853,2013,94708,17,14.5,All Ages,Alameda
854,2013,94709,17,27.3,All Ages,Alameda
855,2013,94710,53,68.9,All Ages,Alameda
856,2013,94801,482,152.7,All Ages,Contra Costa
857,2013,94803,142,63.0,All Ages,Contra Costa
858,2013,94804,528,133.9,All Ages,Contra Costa
859,2013,94805,79,55.4,All Ages,Contra Costa
860,2013,94806,546,91.1,All Ages,Contra Costa
861,2013,94901,134,32.4,All Ages,Marin
862,2013,94903,90,31.6,All Ages,Marin
863,2013,94904,23,16.7,All Ages,Marin
864,2013,94920,15,15.3,All Ages,Marin
865,2013,94925,21,30.4,All Ages,Marin
866,2013,94928,168,41.0,All Ages,Sonoma
867,2013,94930,22,23.1,All Ages,Marin
868,2013,94931,31,36.7,All Ages,Sonoma
869,2013,94941,58,17.7,All Ages,Marin
870,2013,94945,65,36.5,All Ages,Marin
871,2013,94947,81,35.0,All Ages,Marin
872,2013,94949,72,40.8,All Ages,Marin
873,2013,94951,13,33.6,All Ages,Sonoma
874,2013,94952,110,36.2,All Ages,Sonoma
875,2013,94954,159,43.9,All Ages,Sonoma
876,2013,94960,22,14.5,All Ages,Marin
877,2013,94965,26,25.7,All Ages,Marin
878,2013,95003,37,17.9,All Ages,Santa Cruz
879,2013,95006,16,17.8,All Ages,Santa Cruz
880,2013,95008,114,24.0,All Ages,Santa Clara
881,2013,95010,41,47.4,All Ages,Santa Cruz
882,2013,95012,80,77.7,All Ages,Monterey
883,2013,95014,60,9.3,All Ages,Santa Clara
884,2013,95018,16,24.3,All Ages,Santa Cruz
885,2013,95019,47,81.4,All Ages,Santa Cruz
886,2013,95020,315,51.5,All Ages,Santa Clara
887,2013,95023,267,53.6,All Ages,San Benito
888,2013,95030,20,16.5,All Ages,Santa Clara
889,2013,95032,54,21.1,All Ages,Santa Clara
890,2013,95033,16,13.2,All Ages,Santa Cruz
891,2013,95035,145,21.7,All Ages,Santa Clara
892,2013,95037,120,26.1,All Ages,Santa Clara
893,2013,95045,19,42.5,All Ages,San Benito
894,2013,95046,32,59.2,All Ages,Santa Clara
895,2013,95050,103,27.9,All Ages,Santa Clara
896,2013,95051,115,20.8,All Ages,Santa Clara
897,2013,95054,42,18.2,All Ages,Santa Clara
898,2013,95060,125,32.6,All Ages,Santa Cruz
899,2013,95062,99,29.8,All Ages,Santa Cruz
900,2013,95065,25,29.0,All Ages,Santa Cruz
901,2013,95066,34,25.0,All Ages,Santa Cruz
902,2013,95070,34,13.5,All Ages,Santa Clara
903,2013,95073,35,35.6,All Ages,Santa Cruz
904,2013,95076,475,53.6,All Ages,Santa Cruz
905,2013,95110,55,28.0,All Ages,Santa Clara
906,2013,95111,286,47.6,All Ages,Santa Clara
907,2013,95112,295,55.1,All Ages,Santa Clara
908,2013,95116,302,56.5,All Ages,Santa Clara
909,2013,95117,115,39.4,All Ages,Santa Clara
910,2013,95118,115,36.6,All Ages,Santa Clara
911,2013,95119,42,41.0,All Ages,Santa Clara
912,2013,95120,48,16.8,All Ages,Santa Clara
913,2013,95121,130,34.2,All Ages,Santa Clara
914,2013,95122,297,51.8,All Ages,Santa Clara
915,2013,95123,280,44.3,All Ages,Santa Clara
916,2013,95124,106,22.1,All Ages,Santa Clara
917,2013,95125,168,31.3,All Ages,Santa Clara
918,2013,95126,143,43.7,All Ages,Santa Clara
919,2013,95127,271,44.7,All Ages,Santa Clara
920,2013,95128,140,41.2,All Ages,Santa Clara
921,2013,95129,57,15.1,All Ages,Santa Clara
922,2013,95130,35,24.0,All Ages,Santa Clara
923,2013,95131,81,27.1,All Ages,Santa Clara
924,2013,95132,96,24.6,All Ages,Santa Clara
925,2013,95133,76,28.3,All Ages,Santa Clara
926,2013,95134,36,24.0,All Ages,Santa Clara
927,2013,95135,39,20.9,All Ages,Santa Clara
928,2013,95136,125,28.7,All Ages,Santa Clara
929,2013,95138,43,21.4,All Ages,Santa Clara
930,2013,95139,24,37.9,All Ages,Santa Clara
931,2013,95148,136,32.1,All Ages,Santa Clara
932,2013,95202,131,218.0,All Ages,San Joaquin
933,2013,95203,193,111.1,All Ages,San Joaquin
934,2013,95204,212,75.2,All Ages,San Joaquin
935,2013,95205,372,95.8,All Ages,San Joaquin
936,2013,95206,548,79.7,All Ages,San Joaquin
937,2013,95207,373,77.3,All Ages,San Joaquin
938,2013,95209,209,52.8,All Ages,San Joaquin
939,2013,95210,320,83.9,All Ages,San Joaquin
940,2013,95212,106,38.3,All Ages,San Joaquin
941,2013,95215,126,55.5,All Ages,San Joaquin
942,2013,95219,101,36.6,All Ages,San Joaquin
943,2013,95220,13,21.7,All Ages,San Joaquin
944,2013,95222,12,21.7,All Ages,Calaveras
945,2013,95228,17,55.5,All Ages,Calaveras
946,2013,95231,31,81.7,All Ages,San Joaquin
947,2013,95240,207,42.7,All Ages,San Joaquin
948,2013,95242,57,24.3,All Ages,San Joaquin
949,2013,95249,41,122.0,All Ages,Calaveras
950,2013,95252,82,54.6,All Ages,Calaveras
951,2013,95258,14,35.3,All Ages,San Joaquin
952,2013,95301,217,56.7,All Ages,Merced
953,2013,95304,72,46.1,All Ages,San Joaquin
954,2013,95307,200,45.9,All Ages,Stanislaus
955,2013,95310,18,103.5,All Ages,Tuolumne
956,2013,95315,70,47.5,All Ages,Merced
957,2013,95316,25,40.6,All Ages,Stanislaus
958,2013,95320,47,38.1,All Ages,San Joaquin
959,2013,95321,13,31.8,All Ages,Tuolumne
960,2013,95322,48,50.6,All Ages,Merced
961,2013,95324,28,39.4,All Ages,Merced
962,2013,95326,35,35.3,All Ages,Stanislaus
963,2013,95327,56,68.6,All Ages,Tuolumne
964,2013,95328,25,50.5,All Ages,Stanislaus
965,2013,95329,12,72.8,All Ages,Stanislaus
966,2013,95330,145,75.8,All Ages,San Joaquin
967,2013,95333,24,51.5,All Ages,Merced
968,2013,95334,68,40.5,All Ages,Merced
969,2013,95336,412,93.8,All Ages,San Joaquin
970,2013,95337,212,62.9,All Ages,San Joaquin
971,2013,95338,50,57.2,All Ages,Mariposa
972,2013,95340,477,140.4,All Ages,Merced
973,2013,95341,307,87.0,All Ages,Merced
974,2013,95348,259,83.8,All Ages,Merced
975,2013,95350,415,85.2,All Ages,Stanislaus
976,2013,95351,431,89.2,All Ages,Stanislaus
977,2013,95354,210,80.2,All Ages,Stanislaus
978,2013,95355,339,59.0,All Ages,Stanislaus
979,2013,95356,159,48.4,All Ages,Stanislaus
980,2013,95357,62,47.4,All Ages,Stanislaus
981,2013,95358,201,62.8,All Ages,Stanislaus
982,2013,95360,44,36.1,All Ages,Stanislaus
983,2013,95361,156,50.8,All Ages,Stanislaus
984,2013,95363,103,37.6,All Ages,Stanislaus
985,2013,95365,47,162.2,All Ages,Merced
986,2013,95366,69,42.6,All Ages,San Joaquin
987,2013,95367,123,51.1,All Ages,Stanislaus
988,2013,95368,70,50.5,All Ages,Stanislaus
989,2013,95370,141,61.9,All Ages,Tuolumne
990,2013,95372,12,81.9,All Ages,Tuolumne
991,2013,95376,484,96.1,All Ages,San Joaquin
992,2013,95377,141,47.7,All Ages,San Joaquin
993,2013,95379,12,36.0,All Ages,Tuolumne
994,2013,95380,280,66.7,All Ages,Stanislaus
995,2013,95382,114,30.5,All Ages,Stanislaus
996,2013,95383,13,29.8,All Ages,Tuolumne
997,2013,95386,52,54.8,All Ages,Stanislaus
998,2013,95388,75,56.9,All Ages,Merced
999,2013,95391,48,43.4,All Ages,San Joaquin
1000,2013,95401,197,53.9,All Ages,Sonoma
1001,2013,95403,226,49.9,All Ages,Sonoma
1002,2013,95404,202,46.2,All Ages,Sonoma
1003,2013,95405,57,26.3,All Ages,Sonoma
1004,2013,95407,251,62.5,All Ages,Sonoma
1005,2013,95409,76,35.2,All Ages,Sonoma
1006,2013,95422,178,109.1,All Ages,Lake
1007,2013,95423,21,68.1,All Ages,Lake
1008,2013,95425,32,26.4,All Ages,Sonoma
1009,2013,95428,12,53.0,All Ages,Mendocino
1010,2013,95436,30,67.3,All Ages,Sonoma
1011,2013,95437,92,72.4,All Ages,Mendocino
1012,2013,95446,17,30.5,All Ages,Sonoma
1013,2013,95448,57,37.2,All Ages,Sonoma
1014,2013,95451,38,36.3,All Ages,Lake
1015,2013,95453,62,55.4,All Ages,Lake
1016,2013,95454,12,42.8,All Ages,Mendocino
1017,2013,95457,34,148.5,All Ages,Lake
1018,2013,95458,27,86.3,All Ages,Lake
1019,2013,95461,14,29.4,All Ages,Lake
1020,2013,95464,17,83.7,All Ages,Lake
1021,2013,95469,14,105.3,All Ages,Mendocino
1022,2013,95470,19,37.4,All Ages,Mendocino
1023,2013,95472,91,33.2,All Ages,Sonoma
1024,2013,95476,80,23.7,All Ages,Sonoma
1025,2013,95482,188,60.6,All Ages,Mendocino
1026,2013,95490,80,64.3,All Ages,Mendocino
1027,2013,95492,85,31.8,All Ages,Sonoma
1028,2013,95501,195,80.1,All Ages,Humboldt
1029,2013,95503,147,61.9,All Ages,Humboldt
1030,2013,95519,110,62.5,All Ages,Humboldt
1031,2013,95521,92,45.8,All Ages,Humboldt
1032,2013,95531,126,53.9,All Ages,Del Norte
1033,2013,95536,12,43.9,All Ages,Humboldt
1034,2013,95540,132,94.8,All Ages,Humboldt
1035,2013,95542,15,34.1,All Ages,Humboldt
1036,2013,95562,45,137.8,All Ages,Humboldt
1037,2013,95570,15,66.4,All Ages,Humboldt
1038,2013,95602,57,33.8,All Ages,Placer
1039,2013,95603,90,32.8,All Ages,Placer
1040,2013,95605,107,75.0,All Ages,Yolo
1041,2013,95608,452,79.0,All Ages,Sacramento
1042,2013,95610,209,47.6,All Ages,Sacramento
1043,2013,95616,67,18.7,All Ages,Yolo
1044,2013,95618,52,19.5,All Ages,Yolo
1045,2013,95619,29,117.5,All Ages,El Dorado
1046,2013,95620,89,43.2,All Ages,Solano
1047,2013,95621,195,47.8,All Ages,Sacramento
1048,2013,95623,14,34.4,All Ages,El Dorado
1049,2013,95624,268,44.2,All Ages,Sacramento
